DistrictName,PhysicalState,Enrollment,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,% Kindergarten,% 1st-8th,% 9th-12th,White,Black_AfricanAmerican,NativeAmerican,Asian,Other,<10k,10k-15k,15k-25k,25k-35k,35k-50k,50k-75k,75k-100k,100k-150k,150k-200k,200k<,% with Computer,% with Internet
Hustisford School District,WI,443.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.047619047619047616,0.6,0.3523809523809524,1.0,0.0,0.0,0.031,0.0,0.011000000000000001,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.086,0.2,0.171,0.28600000000000003,0.1,0.057,1.0,0.929
Independence School District,WI,379.0,Hybrid,Yes,No,No,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.136986301369863,0.6301369863013698,0.2328767123287671,0.696,0.02,0.0,0.049,0.265,0.069,0.013999999999999999,0.069,0.069,0.138,0.293,0.086,0.22399999999999998,0.034,0.013999999999999999,0.897,0.81
Iola-Scandinavia School District,WI,695.0,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,0.050955414012738856,0.554140127388535,0.39490445859872614,0.977,0.027999999999999997,0.0,0.005,0.005,0.008,0.032,0.042,0.07400000000000001,0.11599999999999999,0.179,0.179,0.23199999999999998,0.11599999999999999,0.032,1.0,0.9470000000000001
School District of Janesville,WI,10031.0,Hybrid,No,Pending,Pending,Pending,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.06857142857142857,0.6195238095238095,0.3119047619047619,0.93,0.083,0.026000000000000002,0.036000000000000004,0.028,0.047,0.035,0.08,0.073,0.147,0.18600000000000003,0.172,0.18,0.052000000000000005,0.027999999999999997,0.982,0.863
Jefferson School District,WI,1921.0,Hybrid,Yes,Unknown,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.0673076923076923,0.5865384615384615,0.34615384615384615,0.943,0.008,0.004,0.042,0.036000000000000004,0.015,0.0,0.069,0.085,0.069,0.127,0.188,0.365,0.073,0.008,0.973,0.9420000000000001
Johnson Creek School District,WI,760.0,Online Only,No,No,Unknown,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.08974358974358974,0.6217948717948718,0.2884615384615385,0.9840000000000001,0.032,0.0,0.004,0.015000000000000001,0.019,0.008,0.008,0.028999999999999998,0.048,0.171,0.23800000000000002,0.305,0.105,0.057,0.9620000000000001,0.943
Juda School District,WI,270.0,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.05555555555555556,0.6111111111111112,0.33333333333333337,1.0,0.0,0.0,0.013000000000000001,0.0,0.0,0.03,0.14800000000000002,0.111,0.14800000000000002,0.185,0.222,0.185,0.0,0.0,0.963,0.9259999999999999
Dodgeland School District,WI,805.0,Other,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Yes,0.04,0.5885714285714286,0.37142857142857144,0.97,0.055,0.01,0.01,0.0,0.055999999999999994,0.016,0.04,0.087,0.111,0.175,0.222,0.222,0.048,0.04,0.992,0.8490000000000001
Dover 1 School District,WI,103.0,On Premises,No,Unknown,No,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.03225806451612903,0.9677419354838709,0.0,0.778,0.111,0.0,0.111,0.0,0.053,0.0,0.053,0.2,0.133,0.133,0.2,0.133,0.053,0.053,1.0,1.0
Kaukauna Area School District,WI,4062.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,0.08413205537806176,0.6006389776357827,0.3152289669861555,0.99,0.027000000000000003,0.004,0.005,0.003,0.019,0.006999999999999999,0.013000000000000001,0.016,0.08199999999999999,0.23199999999999998,0.226,0.272,0.1,0.031,0.991,0.9790000000000001
Kenosha Unified School District,WI,22359.0,Hybrid,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,0.08570787525241194,0.6087054072245905,0.30558671752299754,0.7929999999999999,0.187,0.022000000000000002,0.03,0.05600000000000001,0.059000000000000004,0.03,0.08199999999999999,0.085,0.115,0.165,0.153,0.175,0.08,0.055999999999999994,0.98,0.9129999999999999
Paris J1 School District,WI,280.0,Hybrid,Unknown,No,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,0.09523809523809523,0.9047619047619047,0.0,0.961,0.039,0.0,0.039,0.016,0.0,0.0,0.026000000000000002,0.0,0.065,0.09699999999999999,0.129,0.419,0.09699999999999999,0.161,0.935,0.871
Menominee Indian School District,WI,860.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.0986547085201794,0.5246636771300449,0.3766816143497759,0.065,0.003,0.988,0.0,0.0,0.12,0.06,0.13699999999999998,0.10300000000000001,0.154,0.179,0.085,0.10300000000000001,0.026000000000000002,0.043,0.812,0.8029999999999999
Kewaskum School District,WI,1878.0,Hybrid,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.041666666666666664,0.6765873015873015,0.2817460317460317,0.9670000000000001,0.044000000000000004,0.001,0.0,0.027999999999999997,0.0,0.05,0.006,0.016,0.075,0.179,0.19699999999999998,0.28800000000000003,0.107,0.085,0.9840000000000001,0.9179999999999999
Kewaunee School District,WI,1015.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.03636363636363637,0.6545454545454545,0.3090909090909091,0.985,0.03,0.011000000000000001,0.008,0.003,0.013999999999999999,0.005,0.055,0.048,0.151,0.158,0.192,0.301,0.062,0.021,0.993,0.884
Kiel Area School District,WI,1259.0,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,No,0.04666666666666666,0.69,0.26333333333333336,0.991,0.012,0.009000000000000001,0.002,0.0,0.016,0.016,0.004,0.063,0.115,0.24600000000000002,0.157,0.28300000000000003,0.063,0.026000000000000002,0.995,0.9209999999999999
Kohler School District,WI,744.0,On Premises,Yes,No,No,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Unknown,0.038834951456310676,0.5728155339805825,0.3883495145631068,0.9740000000000001,0.0,0.006999999999999999,0.026000000000000002,0.0,0.013000000000000001,0.013000000000000001,0.0,0.013000000000000001,0.067,0.133,0.183,0.3,0.1,0.2,1.0,1.0
School District of La Crosse,WI,7139.0,Online Only,No,No,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.0835820895522388,0.6380597014925373,0.27835820895522384,0.897,0.081,0.006,0.065,0.02,0.013999999999999999,0.038,0.052000000000000005,0.078,0.16399999999999998,0.237,0.146,0.162,0.055,0.055,0.981,0.945
La Farge School District,WI,240.0,Hybrid,No,Yes,Yes,Yes,Unknown,Required for all students,Yes,Yes,Unknown,Yes,0.09459459459459459,0.6891891891891891,0.21621621621621623,1.0,0.069,0.0,0.008,0.0,0.0,0.022000000000000002,0.135,0.10800000000000001,0.135,0.27,0.10800000000000001,0.162,0.022000000000000002,0.022000000000000002,0.757,0.703
Lac Du Flambeau 1 School District,WI,511.0,Hybrid,Yes,No,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.11666666666666665,0.8833333333333333,0.0,0.21100000000000002,0.011000000000000001,0.8590000000000001,0.0,0.027999999999999997,0.147,0.0,0.17600000000000002,0.024,0.08800000000000001,0.265,0.059000000000000004,0.08800000000000001,0.024,0.08800000000000001,0.971,0.8240000000000001
School District of Ladysmith,WI,845.0,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Unknown,Yes,0.048192771084337345,0.6144578313253011,0.3373493975903614,0.9840000000000001,0.016,0.0,0.026000000000000002,0.0,0.095,0.06,0.086,0.086,0.18100000000000002,0.25,0.155,0.078,0.006999999999999999,0.0,0.888,0.828
Geneva Joint 4 School District,WI,218.0,Hybrid,Yes,No,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.025974025974025972,0.974025974025974,0.0,0.972,0.022000000000000002,0.022000000000000002,0.0,0.0,0.038,0.0,0.0,0.0,0.095,0.28600000000000003,0.23800000000000002,0.14300000000000002,0.0,0.19,1.0,0.9520000000000001
Lake Geneva J1 School District,WI,1955.0,Hybrid,Yes,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.14043583535108958,0.8595641646489105,0.0,0.971,0.012,0.017,0.040999999999999995,0.087,0.032,0.024,0.055,0.095,0.15,0.142,0.24100000000000002,0.12300000000000001,0.063,0.079,0.976,0.9209999999999999
Lake Geneva-Genoa City UHS District,WI,1500.0,Hybrid,Yes,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,0.0,0.0,1.0,0.907,0.009000000000000001,0.062,0.053,0.048,0.015,0.033,0.07,0.073,0.10300000000000001,0.15,0.179,0.253,0.048,0.073,0.996,0.9159999999999999
Linn J4 School District,WI,107.0,On Premises,No,Yes,No,No,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.07547169811320754,0.9245283018867924,0.0,0.968,0.0,0.013000000000000001,0.0,0.063,0.0,0.028999999999999998,0.0,0.0,0.14300000000000002,0.321,0.35700000000000004,0.107,0.071,0.028999999999999998,1.0,0.893
Lake Mills Area School District,WI,1874.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.05642633228840125,0.7147335423197492,0.2288401253918495,0.875,0.011000000000000001,0.02,0.02,0.14,0.0,0.039,0.004,0.073,0.09300000000000001,0.322,0.141,0.205,0.098,0.02,0.995,0.927
Lancaster Community School District,WI,1006.0,Hybrid,Yes,No,No,No,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.10476190476190476,0.6047619047619047,0.29047619047619044,0.9840000000000001,0.003,0.003,0.048,0.0,0.024,0.057,0.098,0.065,0.073,0.252,0.106,0.203,0.057,0.065,0.9840000000000001,0.951
School District of Laona,WI,256.0,Hybrid,Yes,No,No,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.06521739130434782,0.6086956521739131,0.32608695652173914,0.873,0.0,0.109,0.015,0.0,0.121,0.024,0.152,0.024,0.0,0.303,0.091,0.212,0.0,0.024,1.0,0.7879999999999999
Lena Public School District,WI,426.0,On Premises,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,No,0.09090909090909091,0.6161616161616161,0.29292929292929293,0.982,0.006999999999999999,0.036000000000000004,0.0,0.006999999999999999,0.0,0.0,0.052000000000000005,0.10300000000000001,0.10300000000000001,0.22399999999999998,0.10300000000000001,0.276,0.086,0.034,1.0,0.845
Little Chute Area School District,WI,1793.0,Hybrid,Yes,No,Pending,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.09274193548387095,0.7137096774193548,0.1935483870967742,0.883,0.021,0.021,0.0,0.099,0.085,0.025,0.11900000000000001,0.04,0.129,0.095,0.303,0.1,0.1,0.01,1.0,0.96
Iowa-Grant School District,WI,734.0,Hybrid,No,Yes,Yes,No,Pending,Pending,Pending,Pending,Pending,Pending,0.09836065573770492,0.6885245901639344,0.21311475409836064,0.965,0.004,0.0,0.004,0.026000000000000002,0.006999999999999999,0.036000000000000004,0.045,0.11800000000000001,0.136,0.191,0.209,0.2,0.027000000000000003,0.036000000000000004,0.9179999999999999,0.809
School District of Lodi,WI,1572.0,Online Only,Yes,Unknown,Yes,Yes,Required for all staff,Unknown,Yes,Yes,Never closed,Unknown,0.012084592145015106,0.622356495468278,0.3655589123867069,0.948,0.002,0.0,0.044000000000000004,0.027999999999999997,0.009000000000000001,0.023,0.032,0.036000000000000004,0.05,0.17600000000000002,0.18100000000000002,0.226,0.222,0.045,0.991,0.973
Lomira School District,WI,1287.0,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.08947368421052632,0.5684210526315789,0.34210526315789475,0.961,0.017,0.003,0.009000000000000001,0.013000000000000001,0.02,0.013999999999999999,0.027000000000000003,0.095,0.129,0.23800000000000002,0.204,0.17,0.075,0.02,0.9590000000000001,0.925
School District of Loyal,WI,547.0,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Closed 1-5 days,Yes,0.0625,0.6875,0.25,0.982,0.004,0.004,0.004,0.004,0.009000000000000001,0.009000000000000001,0.044000000000000004,0.132,0.132,0.198,0.198,0.17600000000000002,0.033,0.044000000000000004,0.78,0.7140000000000001
Luck School District,WI,447.0,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.039603960396039604,0.6534653465346535,0.3069306930693069,0.961,0.019,0.028999999999999998,0.028999999999999998,0.008,0.013000000000000001,0.05,0.067,0.067,0.067,0.25,0.33299999999999996,0.083,0.05,0.033,0.9670000000000001,0.867
Luxemburg-Casco School District,WI,1830.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.0804289544235925,0.6353887399463807,0.28418230563002683,0.993,0.006999999999999999,0.027000000000000003,0.002,0.002,0.012,0.012,0.027000000000000003,0.035,0.055,0.247,0.231,0.298,0.059000000000000004,0.024,0.98,0.925
Madison Metropolitan School District,WI,26237.0,Hybrid,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Unknown,0.09061793519216278,0.6371514694800302,0.27223059532780713,0.7040000000000001,0.2,0.024,0.106,0.074,0.055,0.025,0.07200000000000001,0.083,0.11199999999999999,0.156,0.12300000000000001,0.18100000000000002,0.092,0.10099999999999999,0.9790000000000001,0.9159999999999999
School District of Manawa,WI,664.0,Hybrid,Yes,No,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.0880503144654088,0.6226415094339622,0.2893081761006289,1.0,0.022000000000000002,0.004,0.011000000000000001,0.004,0.019,0.037000000000000005,0.006999999999999999,0.09300000000000001,0.065,0.204,0.259,0.278,0.006999999999999999,0.006999999999999999,0.963,0.852
North Lakeland School District,WI,160.0,On Premises,Unknown,Yes,No,Yes,Required for all staff,Required for all students,Unknown,Yes,Unknown,Yes,0.125,0.8750000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.158,0.263,0.105,0.316,0.042,0.0,0.042,1.0,0.895
Manitowoc Public School District,WI,5251.0,Other,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.04537671232876712,0.6455479452054794,0.3090753424657534,0.8590000000000001,0.036000000000000004,0.016,0.11800000000000001,0.01,0.036000000000000004,0.052000000000000005,0.05,0.102,0.10800000000000001,0.212,0.16,0.183,0.065,0.03,0.97,0.919
Maple School District,WI,1366.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Unknown,Unknown,Yes,Unknown,Yes,0.07865168539325844,0.5842696629213483,0.33707865168539325,0.983,0.017,0.023,0.013000000000000001,0.0,0.03,0.005,0.054000000000000006,0.042,0.095,0.179,0.185,0.28,0.107,0.03,1.0,0.94
Marathon School District,WI,717.0,Hybrid,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.08187134502923975,0.6725146198830408,0.24561403508771928,0.99,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.109,0.149,0.20800000000000002,0.267,0.158,0.059000000000000004,0.99,0.9309999999999999
Marinette School District,WI,2082.0,Hybrid,Yes,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.05022831050228311,0.6187214611872147,0.3310502283105023,0.9490000000000001,0.04,0.016,0.008,0.002,0.024,0.044000000000000004,0.11199999999999999,0.122,0.11199999999999999,0.16899999999999998,0.163,0.18600000000000003,0.051,0.017,0.973,0.9420000000000001
Marion School District,WI,473.0,Hybrid,No,No,Yes,Yes,Pending,Pending,Pending,Pending,Pending,No,0.05555555555555555,0.5555555555555555,0.3888888888888889,0.971,0.021,0.036000000000000004,0.0,0.013999999999999999,0.011000000000000001,0.04,0.08,0.08,0.17300000000000001,0.213,0.08,0.267,0.027000000000000003,0.04,0.867,0.8
Markesan School District,WI,840.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.05439330543933055,0.7322175732217574,0.21338912133891214,0.972,0.012,0.016,0.009000000000000001,0.006,0.021,0.021,0.036000000000000004,0.05,0.129,0.25,0.18600000000000003,0.25,0.036000000000000004,0.028999999999999998,0.807,0.7140000000000001
Marshall Public School District,WI,1106.0,Online Only,Yes,Unknown,Pending,Unknown,Not required,Unknown,Unknown,Unknown,Unknown,No,0.04888888888888889,0.6266666666666667,0.3244444444444444,0.9590000000000001,0.034,0.0,0.0,0.022000000000000002,0.036000000000000004,0.0,0.18100000000000002,0.043,0.159,0.138,0.18100000000000002,0.152,0.094,0.028999999999999998,0.978,0.9640000000000001
School District of Marshfield,WI,3879.0,Hybrid,Yes,Yes,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.06364749082007344,0.613219094247246,0.3231334149326805,0.953,0.028999999999999998,0.006999999999999999,0.036000000000000004,0.008,0.022000000000000002,0.013000000000000001,0.035,0.05,0.121,0.175,0.193,0.258,0.054000000000000006,0.08,0.9670000000000001,0.929
School District of Mauston,WI,1517.0,Hybrid,Yes,Unknown,Pending,Pending,Required for all staff,Required for all students,Unknown,Yes,Never closed,Unknown,0.06159420289855072,0.6340579710144927,0.30434782608695654,0.985,0.026000000000000002,0.009000000000000001,0.006,0.0,0.04,0.03,0.05,0.10099999999999999,0.18100000000000002,0.24600000000000002,0.166,0.151,0.02,0.02,0.995,0.894
Mayville School District,WI,1113.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.14184397163120568,0.46099290780141844,0.39716312056737585,0.972,0.075,0.0,0.013000000000000001,0.013000000000000001,0.005,0.0,0.092,0.049,0.221,0.172,0.221,0.196,0.043,0.005,0.9940000000000001,0.9690000000000001
Wisconsin Heights School District,WI,822.0,Online Only,No,No,Yes,Yes,Required for all staff,Not required,No,Yes,Never closed,Yes,0.05389221556886228,0.6347305389221557,0.31137724550898205,0.977,0.09300000000000001,0.019,0.019,0.004,0.07200000000000001,0.006,0.016,0.006,0.08,0.17600000000000002,0.16,0.272,0.096,0.11199999999999999,0.992,0.9359999999999999
McFarland School District,WI,4252.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.042713567839195984,0.6030150753768845,0.35427135678391963,0.973,0.036000000000000004,0.0,0.019,0.0,0.027000000000000003,0.0,0.011000000000000001,0.011000000000000001,0.015,0.11800000000000001,0.19399999999999998,0.34600000000000003,0.175,0.10300000000000001,1.0,0.973
Medford Area Public School District,WI,2256.0,Hybrid,Yes,Yes,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.06584362139917696,0.6378600823045267,0.2962962962962963,0.965,0.03,0.003,0.01,0.005,0.019,0.009000000000000001,0.027999999999999997,0.091,0.113,0.242,0.223,0.192,0.038,0.044000000000000004,0.953,0.89
School District of Mellen,WI,315.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.1509433962264151,0.641509433962264,0.20754716981132074,0.932,0.0,0.085,0.0,0.0,0.027000000000000003,0.027000000000000003,0.1,0.133,0.133,0.233,0.1,0.2,0.0,0.027000000000000003,0.9670000000000001,0.867
Melros- Mindoro School District,WI,241.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.0718562874251497,0.6107784431137724,0.31736526946107785,0.935,0.01,0.02,0.05,0.03,0.02,0.0,0.03,0.03,0.17800000000000002,0.23800000000000002,0.198,0.218,0.069,0.04,0.96,0.9209999999999999
Menasha Joint School District,WI,3739.0,Hybrid,No,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.10344827586206896,0.6428571428571429,0.2536945812807882,0.872,0.109,0.032,0.08800000000000001,0.013000000000000001,0.017,0.027999999999999997,0.071,0.095,0.134,0.174,0.188,0.201,0.057999999999999996,0.035,0.9329999999999999,0.873
The School District of Menomonee Falls,WI,4046.0,Hybrid,Yes,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.0911111111111111,0.5411111111111111,0.3677777777777778,0.799,0.124,0.0,0.084,0.027999999999999997,0.003,0.001,0.02,0.022000000000000002,0.040999999999999995,0.151,0.19399999999999998,0.26899999999999996,0.17300000000000001,0.126,0.997,0.9640000000000001
School District of The Menomonie Area,WI,3148.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.078125,0.64375,0.278125,0.917,0.033,0.012,0.06,0.029,0.038,0.024,0.038,0.124,0.09300000000000001,0.239,0.19,0.184,0.038,0.033,0.956,0.85
Mequon-Thiensville School District,WI,3670.0,Hybrid,Unknown,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.07270811380400422,0.5648050579557429,0.36248682824025286,0.909,0.051,0.005,0.065,0.017,0.03,0.009000000000000001,0.005,0.016,0.03,0.08,0.12300000000000001,0.226,0.162,0.319,0.995,0.9840000000000001
Merrill Area Public Schools,WI,3228.0,Online Only,Unknown,No,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,0.04793388429752066,0.5950413223140496,0.3570247933884298,0.966,0.05,0.022000000000000002,0.017,0.010000000000000002,0.031,0.027999999999999997,0.04,0.061,0.10400000000000001,0.2,0.17,0.278,0.031,0.057,0.983,0.882
Merton Community School District,WI,888.0,Hybrid,Yes,Unknown,No,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.09467455621301775,0.9053254437869822,0.0,0.986,0.0,0.0,0.024,0.01,0.016,0.0,0.0,0.032,0.016,0.04,0.183,0.19,0.27,0.262,1.0,0.992
Middleton-Cross Plains Area School Dist,WI,6585.0,Online Only,Unknown,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,No,0.09855272226051,0.585802894555479,0.315644383184011,0.87,0.04,0.012,0.102,0.032,0.016,0.008,0.008,0.026000000000000002,0.071,0.11800000000000001,0.133,0.218,0.134,0.27,0.992,0.975
School District of Milton,WI,3338.0,Hybrid,Yes,Unknown,Unknown,No,Pending,Pending,Pending,Pending,Pending,Pending,0.043596730245231606,0.611716621253406,0.3446866485013624,0.9740000000000001,0.031,0.001,0.013999999999999999,0.006,0.0,0.0,0.026000000000000002,0.017,0.047,0.22699999999999998,0.195,0.31,0.08800000000000001,0.09,1.0,0.919
Fox Point-Bayside Joint School Dist 2,WI,826.0,Hybrid,Unknown,Yes,No,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.13191489361702127,0.8680851063829786,0.0,0.863,0.076,0.017,0.09300000000000001,0.021,0.023,0.011000000000000001,0.0,0.0,0.005,0.096,0.107,0.249,0.254,0.254,0.983,0.983
Milwaukee Public Schools,WI,79539.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.12668205373862299,0.6071070853111526,0.2662108609502242,0.349,0.54,0.019,0.055,0.12,0.087,0.068,0.142,0.136,0.155,0.17,0.105,0.09699999999999999,0.024,0.016,0.9079999999999999,0.784
School District of Shorewood,WI,2109.0,Online Only,Yes,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.09813084112149534,0.5584112149532711,0.34345794392523366,0.92,0.042,0.006,0.064,0.01,0.022000000000000002,0.028999999999999998,0.026000000000000002,0.051,0.051,0.115,0.099,0.20800000000000002,0.157,0.237,1.0,0.987
Mineral Point Unified School District,WI,734.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.10687022900763359,0.6641221374045801,0.22900763358778625,0.927,0.037000000000000005,0.012,0.024,0.023000000000000003,0.009000000000000001,0.034,0.009000000000000001,0.046,0.046,0.195,0.126,0.322,0.08,0.126,0.977,0.9309999999999999
Lakeland Union High School District,WI,700.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,0.0,0.0,1.0,0.93,0.0,0.035,0.0,0.035,0.038,0.038,0.025,0.175,0.038,0.2,0.188,0.188,0.075,0.05,1.0,0.9129999999999999
Minocqua Joint 1 School District,WI,640.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.06382978723404255,0.9361702127659575,0.0,0.929,0.016,0.016,0.047,0.0,0.0,0.0,0.028999999999999998,0.044000000000000004,0.147,0.132,0.17600000000000002,0.235,0.132,0.10300000000000001,1.0,0.985
Northwood School District,WI,357.0,Hybrid,No,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.06557377049180328,0.5901639344262296,0.34426229508196726,0.9390000000000001,0.012,0.061,0.0,0.0,0.068,0.068,0.045,0.068,0.091,0.25,0.136,0.205,0.018000000000000002,0.018000000000000002,0.932,0.8640000000000001
School District of Mishicot,WI,965.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.07329842931937172,0.5549738219895287,0.3717277486910994,0.991,0.004,0.0,0.0,0.0,0.006,0.015,0.015,0.057999999999999996,0.102,0.21899999999999997,0.226,0.24100000000000002,0.08800000000000001,0.028999999999999998,0.9640000000000001,0.92
School District of Mondovi,WI,990.0,On Premises,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.09090909090909091,0.5974025974025974,0.3116883116883117,0.995,0.022000000000000002,0.011000000000000001,0.0,0.0,0.028999999999999998,0.019,0.039,0.049,0.09699999999999999,0.243,0.175,0.252,0.049,0.049,0.981,0.845
Monona Grove School District,WI,3282.0,Online Only,No,Yes,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,0.07379518072289157,0.6701807228915662,0.25602409638554213,0.884,0.063,0.005,0.071,0.059000000000000004,0.01,0.0,0.034,0.015,0.07400000000000001,0.125,0.245,0.306,0.125,0.066,0.98,0.895
Monroe School District,WI,2320.0,Hybrid,Unknown,Unknown,Unknown,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.10172744721689059,0.6276391554702495,0.27063339731285985,0.95,0.042,0.028999999999999998,0.01,0.04,0.017,0.048,0.048,0.059000000000000004,0.11199999999999999,0.23600000000000002,0.185,0.20800000000000002,0.042,0.045,0.992,0.924
Montello School District,WI,676.0,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for middle/high school students only,Unknown,Unknown,Never closed,Yes,0.07361963190184048,0.6012269938650306,0.3251533742331288,0.9490000000000001,0.015,0.0,0.0,0.046,0.02,0.028999999999999998,0.059000000000000004,0.098,0.098,0.275,0.196,0.147,0.049,0.008,0.951,0.912
Monticello School District,WI,409.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.07142857142857142,0.6142857142857142,0.31428571428571433,0.975,0.01,0.01,0.01,0.01,0.017,0.017,0.042,0.042,0.125,0.146,0.313,0.271,0.017,0.017,0.9790000000000001,0.9790000000000001
