DistrictName,PhysicalState,Enrollment,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,% Kindergarten,% 1st-8th,% 9th-12th,White,Black_AfricanAmerican,NativeAmerican,Asian,Other,<10k,10k-15k,15k-25k,25k-35k,35k-50k,50k-75k,75k-100k,100k-150k,150k-200k,200k<,% with Computer,% with Internet
Siskiyou Union High School District,CA,607.0,Online Only,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Closed indefinitely,Yes,0.0,0.0,1.0,0.925,0.006,0.08199999999999999,0.037000000000000005,0.043000000000000003,0.0,0.0,0.061,0.07,0.132,0.21899999999999997,0.184,0.21100000000000002,0.114,0.018000000000000002,0.991,0.982
Lammersville Unified School District,CA,5540.0,Online Only,Yes,Unknown,Yes,Unknown,Required for all staff,Unknown,Unknown,Unknown,Unknown,Yes,0.13656387665198239,0.6729074889867842,0.1905286343612335,0.41700000000000004,0.087,0.027999999999999997,0.48200000000000004,0.14800000000000002,0.047,0.006,0.0,0.016,0.0,0.057,0.134,0.377,0.191,0.171,1.0,0.955
Mountain View Los Altos High School Dist,CA,7573.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.0,0.0,1.0,0.6659999999999999,0.013000000000000001,0.012,0.325,0.118,0.009000000000000001,0.013999999999999999,0.025,0.037000000000000005,0.05,0.083,0.067,0.156,0.114,0.446,0.992,0.956
Mountain View Whisman School District,CA,5253.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.14723032069970846,0.8527696793002916,0.0,0.604,0.048,0.008,0.311,0.124,0.013000000000000001,0.017,0.04,0.037000000000000005,0.07400000000000001,0.073,0.077,0.14800000000000002,0.149,0.371,0.99,0.935
Murrieta Valley Unified School District,CA,23613.0,Hybrid,Unknown,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Unknown,0.07115654439767488,0.6027259971938265,0.3261174584084987,0.742,0.091,0.019,0.14400000000000002,0.148,0.028999999999999998,0.018000000000000002,0.028999999999999998,0.046,0.08,0.133,0.163,0.20600000000000002,0.174,0.122,0.99,0.9590000000000001
Napa Valley Unified School District,CA,22946.0,Hybrid,Unknown,Pending,Pending,Pending,Not required,Not required,Unknown,Yes,Never closed,Unknown,0.05775705775705776,0.6159026159026159,0.32634032634032634,0.71,0.037000000000000005,0.026000000000000002,0.12,0.186,0.019,0.004,0.05,0.059000000000000004,0.102,0.16899999999999998,0.138,0.183,0.12,0.156,0.98,0.95
National School District,CA,5670.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.1913774973711882,0.8086225026288117,0.0,0.743,0.051,0.009000000000000001,0.153,0.1,0.040999999999999995,0.054000000000000006,0.10400000000000001,0.11699999999999999,0.156,0.20199999999999999,0.13,0.146,0.02,0.028999999999999998,0.951,0.861
Needles Unified School District,CA,1018.0,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Unknown,Unknown,Unknown,Closed indefinitely,No,0.11587982832618027,0.6609442060085837,0.22317596566523606,0.78,0.040999999999999995,0.195,0.003,0.012,0.051,0.102,0.23399999999999999,0.153,0.109,0.175,0.057999999999999996,0.102,0.015,0.0,0.956,0.898
Nevada City School District,CA,796.0,Hybrid,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,0.029556650246305417,0.9704433497536945,0.0,1.0,0.027000000000000003,0.064,0.027000000000000003,0.018000000000000002,0.037000000000000005,0.0,0.037000000000000005,0.22,0.091,0.061,0.091,0.256,0.11,0.098,1.0,0.97
Newark Unified School District,CA,6533.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.08448753462603878,0.6114958448753463,0.30401662049861494,0.325,0.083,0.005,0.33399999999999996,0.373,0.024,0.013999999999999999,0.013000000000000001,0.035,0.07,0.10400000000000001,0.149,0.28800000000000003,0.17300000000000001,0.131,0.986,0.9570000000000001
Newcastle Elementary School District,CA,461.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.11111111111111112,0.888888888888889,0.0,0.982,0.0,0.054000000000000006,0.107,0.0,0.023,0.0,0.114,0.057,0.0,0.114,0.14300000000000002,0.086,0.314,0.114,1.0,0.857
Newman-Crows Landing Unified Schl Dist,CA,3316.0,Online Only,No,Yes,Unknown,Yes,Required for all staff,Not required,No,Unknown,Unknown,No,0.07258064516129033,0.7112903225806452,0.2161290322580645,0.937,0.03,0.006,0.027000000000000003,0.037000000000000005,0.011000000000000001,0.008,0.053,0.084,0.188,0.221,0.185,0.174,0.039,0.042,0.978,0.9690000000000001
Corona-Norco Unified School District,CA,59891.0,Online Only,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,0.07345420734542074,0.609019060901906,0.31752673175267315,0.6859999999999999,0.081,0.018000000000000002,0.146,0.161,0.017,0.017,0.034,0.051,0.092,0.142,0.11800000000000001,0.249,0.156,0.125,0.982,0.955
Muroc Joint Unified School District,CA,1813.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.11016949152542373,0.6652542372881355,0.22457627118644066,0.737,0.14800000000000002,0.033,0.053,0.164,0.124,0.054000000000000006,0.054000000000000006,0.11599999999999999,0.11599999999999999,0.155,0.132,0.17800000000000002,0.016,0.047,0.93,0.899
Norwalk-La Mirada Unified School Dist,CA,20809.0,Online Only,Unknown,Pending,Pending,Pending,Required for all staff,Unknown,Unknown,Yes,Closed indefinitely,Unknown,0.07940951896156782,0.6042249936370577,0.3163654874013744,0.47600000000000003,0.042,0.009000000000000001,0.131,0.41000000000000003,0.017,0.016,0.055,0.057999999999999996,0.095,0.193,0.17300000000000001,0.248,0.081,0.063,0.971,0.867
Novato Unified School District,CA,7846.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.12368275097060455,0.589018302828619,0.28729894620077645,0.752,0.049,0.015,0.113,0.16799999999999998,0.027000000000000003,0.009000000000000001,0.040999999999999995,0.03,0.064,0.111,0.1,0.163,0.154,0.301,0.992,0.97
Nuview Union School District,CA,2120.0,Online Only,No,Unknown,Pending,Pending,Required for all staff,Not required,Yes,Unknown,Never closed,Unknown,0.07692307692307693,0.9230769230769231,0.0,0.73,0.0,0.038,0.011000000000000001,0.268,0.048,0.01,0.063,0.149,0.23600000000000002,0.12,0.135,0.135,0.057999999999999996,0.038,0.966,0.8220000000000001
Oak Park Unified School District,CA,4674.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Not required,No,No,Closed indefinitely,Unknown,0.09404990403071017,0.6103646833013435,0.29558541266794625,0.784,0.006,0.0,0.28800000000000003,0.028,0.026000000000000002,0.009000000000000001,0.012,0.063,0.026000000000000002,0.046,0.098,0.23600000000000002,0.135,0.349,0.997,0.968
Oakdale Joint Unified School District,CA,5386.0,Hybrid,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,0.035964912280701755,0.6456140350877193,0.31842105263157894,0.86,0.013999999999999999,0.02,0.052000000000000005,0.127,0.035,0.013999999999999999,0.046,0.136,0.115,0.08800000000000001,0.134,0.182,0.171,0.08199999999999999,0.986,0.93
Bass Lake Joint Union Elem Schl District,CA,896.0,Online Only,No,Unknown,Yes,No,Not required,Not required,Unknown,Yes,Never closed,No,0.12017167381974247,0.8798283261802575,0.0,1.0,0.0,0.03,0.0,0.0,0.031,0.0,0.077,0.12300000000000001,0.20800000000000002,0.20800000000000002,0.115,0.1,0.085,0.054000000000000006,1.0,0.8079999999999999
Yosemite Unified School District,CA,2105.0,Online Only,Unknown,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.1,0.5314285714285715,0.3685714285714286,0.855,0.06,0.191,0.043,0.0,0.08800000000000001,0.0,0.036000000000000004,0.040999999999999995,0.11900000000000001,0.21100000000000002,0.124,0.242,0.077,0.057,0.995,0.985
Oakland Unified School District,CA,41689.0,Hybrid,No,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,0.08876214241154977,0.6281080117636575,0.28312984582479284,0.353,0.305,0.032,0.15,0.29700000000000004,0.062,0.052000000000000005,0.091,0.102,0.127,0.154,0.102,0.106,0.08,0.124,0.941,0.835
Oakley Union Elementary School District,CA,5250.0,Online Only,No,No,Yes,Yes,Required for all staff,Not required,No,No,Unknown,No,0.09246901811248807,0.9075309818875119,0.0,0.629,0.12300000000000001,0.033,0.09,0.256,0.019,0.0,0.045,0.042,0.091,0.154,0.11800000000000001,0.33399999999999996,0.114,0.085,0.987,0.895
Oceanside Unified School District,CA,19457.0,Hybrid,Unknown,Unknown,No,Unknown,Required for all staff,Unknown,Unknown,Unknown,Never closed,Unknown,0.09140767824497258,0.5978062157221207,0.31078610603290674,0.787,0.075,0.023,0.105,0.122,0.044000000000000004,0.019,0.061,0.087,0.146,0.196,0.135,0.18,0.069,0.063,0.983,0.943
Ojai Unified School District,CA,2505.0,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,0.043478260869565216,0.6086956521739131,0.34782608695652173,0.9570000000000001,0.019,0.011000000000000001,0.055999999999999994,0.021,0.015,0.037000000000000005,0.015,0.08900000000000001,0.052000000000000005,0.135,0.175,0.268,0.071,0.138,0.985,0.9420000000000001
Chawanakee Unified School District,CA,1382.0,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Closed indefinitely,Yes,0.0967741935483871,0.6693548387096775,0.23387096774193547,0.742,0.0,0.16399999999999998,0.07,0.094,0.032,0.048,0.161,0.013000000000000001,0.048,0.226,0.242,0.161,0.013000000000000001,0.032,0.9840000000000001,0.935
Chaffey Joint Union High School District,CA,30172.0,Online Only,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,1.0,0.545,0.11599999999999999,0.037000000000000005,0.106,0.301,0.031,0.023,0.044000000000000004,0.069,0.124,0.18899999999999997,0.177,0.184,0.08,0.079,0.9640000000000001,0.895
Mountain View School District,CA,2660.0,Online Only,Unknown,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.09177820267686425,0.9082217973231358,0.0,0.598,0.075,0.011000000000000001,0.158,0.315,0.034,0.021,0.026000000000000002,0.032,0.061,0.22399999999999998,0.195,0.264,0.08199999999999999,0.061,0.9890000000000001,0.8759999999999999
Ontario-Montclair School District,CA,23541.0,Online Only,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,No,Yes,Closed 1-5 days,Unknown,0.12872742545149096,0.871272574548509,0.0,0.452,0.047,0.027999999999999997,0.057,0.496,0.03,0.033,0.09699999999999999,0.098,0.19,0.222,0.145,0.127,0.044000000000000004,0.013999999999999999,0.917,0.7879999999999999
Orange Unified School District,CA,28225.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.06494433342848986,0.6047673422780474,0.3302883242934627,0.718,0.035,0.012,0.146,0.16899999999999998,0.025,0.015,0.039,0.055999999999999994,0.085,0.142,0.13,0.193,0.132,0.182,0.9840000000000001,0.937
Orcutt Union School District,CA,5256.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.10075566750629722,0.8992443324937027,0.0,0.9279999999999999,0.025,0.022000000000000002,0.071,0.053,0.016,0.02,0.045,0.061,0.059000000000000004,0.10300000000000001,0.158,0.295,0.13699999999999998,0.106,0.982,0.917
Orinda Union School District,CA,2555.0,Online Only,Unknown,Yes,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,No,0.11839323467230442,0.8816067653276956,0.0,0.841,0.044000000000000004,0.019,0.26,0.017,0.006999999999999999,0.0,0.0,0.013000000000000001,0.006999999999999999,0.01,0.01,0.086,0.11599999999999999,0.752,1.0,0.99
Orland Unified School District,CA,2258.0,Online Only,No,Unknown,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,No,0.03219315895372234,0.6619718309859154,0.3058350100603621,0.831,0.002,0.045,0.018000000000000002,0.11200000000000002,0.06,0.11599999999999999,0.127,0.055999999999999994,0.092,0.278,0.12300000000000001,0.077,0.07,0.0,0.958,0.884
Oro Grande School District,CA,2760.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Not required,Unknown,Unknown,Closed indefinitely,No,0.02777777777777778,0.9722222222222222,0.0,0.9,0.0,0.0,0.027000000000000003,0.067,0.0,0.294,0.17600000000000002,0.0,0.047,0.11800000000000001,0.11800000000000001,0.047,0.047,0.047,0.882,0.647
Cutler-Orosi Joint Unified School Dist,CA,4442.0,Online Only,Unknown,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.07868852459016394,0.6612021857923497,0.26010928961748636,0.7829999999999999,0.011000000000000001,0.009000000000000001,0.018000000000000002,0.20800000000000002,0.047,0.059000000000000004,0.159,0.18,0.203,0.201,0.11,0.015,0.027000000000000003,0.0,0.882,0.674
Golden Feather Union School District,CA,53.0,Online Only,Unknown,Yes,Yes,No,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,0.021164021164021163,0.9788359788359788,0.0,0.951,0.0,0.46299999999999997,0.0,0.073,0.0,0.0,0.41700000000000004,0.0,0.083,0.033,0.0,0.375,0.033,0.033,1.0,0.792
Oroville City Elementary School District,CA,2570.0,Online Only,No,Yes,Unknown,Yes,Required for all staff,Unknown,Unknown,Yes,Closed indefinitely,No,0.11546840958605664,0.8845315904139434,0.0,0.83,0.079,0.109,0.172,0.07,0.026000000000000002,0.039,0.131,0.105,0.128,0.223,0.131,0.141,0.059000000000000004,0.016,1.0,0.9279999999999999
Oroville Union High School District,CA,4350.0,Online Only,No,No,Yes,Yes,Required for all staff,Not required,Unknown,Yes,Closed indefinitely,No,0.0,0.0,1.0,0.7659999999999999,0.071,0.09699999999999999,0.14400000000000002,0.042,0.023,0.033,0.11,0.171,0.105,0.20199999999999999,0.092,0.14300000000000002,0.064,0.061,0.99,0.9129999999999999
Thermalito Union Elementary School Dist,CA,1410.0,Unknown,Unknown,Yes,Yes,Yes,Required for all staff,Unknown,Unknown,Unknown,Closed indefinitely,Unknown,0.15606936416184972,0.8439306358381502,0.0,0.631,0.052000000000000005,0.159,0.375,0.032,0.076,0.013999999999999999,0.252,0.081,0.124,0.21,0.138,0.071,0.019,0.01,0.99,0.8809999999999999
Ocean View School District,CA,2627.0,Online Only,Unknown,Yes,Yes,Yes,Required for all staff,Unknown,Unknown,Unknown,Closed indefinitely,Unknown,0.10204081632653061,0.8979591836734694,0.0,0.828,0.028999999999999998,0.024,0.10099999999999999,0.101,0.016,0.023,0.065,0.07400000000000001,0.217,0.311,0.107,0.113,0.026000000000000002,0.052000000000000005,0.9390000000000001,0.816
Oxnard School District,CA,17666.0,Online Only,Unknown,No,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Unknown,0.10476734227804739,0.8952326577219526,0.0,0.8490000000000001,0.036000000000000004,0.017,0.045,0.106,0.018000000000000002,0.011000000000000001,0.07,0.128,0.149,0.218,0.151,0.158,0.065,0.031,0.941,0.8
Oxnard Union High School District,CA,16606.0,Online Only,Unknown,Unknown,Pending,Yes,Unknown,Not required,No,No,Never closed,Unknown,0.0,0.0,1.0,0.8029999999999999,0.051,0.028999999999999998,0.079,0.115,0.011000000000000001,0.009000000000000001,0.067,0.095,0.10800000000000001,0.213,0.151,0.182,0.076,0.08800000000000001,0.955,0.872
Rio Elementary School District,CA,5034.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Closed indefinitely,Yes,0.1127450980392157,0.8872549019607844,0.0,0.843,0.023,0.01,0.08199999999999999,0.10200000000000001,0.005,0.004,0.087,0.10099999999999999,0.133,0.18600000000000003,0.127,0.22,0.055999999999999994,0.081,0.9590000000000001,0.855
Pacific Grove Unified School District,CA,2535.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.08108108108108107,0.6293436293436293,0.28957528957528955,0.9,0.048,0.017,0.12300000000000001,0.009000000000000001,0.022000000000000002,0.009000000000000001,0.022000000000000002,0.016,0.079,0.16399999999999998,0.155,0.205,0.11699999999999999,0.215,1.0,0.953
Pacifica School District,CA,3237.0,Online Only,No,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.12762762762762764,0.8723723723723724,0.0,0.657,0.031,0.035,0.34600000000000003,0.169,0.009000000000000001,0.009000000000000001,0.006,0.04,0.03,0.091,0.06,0.302,0.19399999999999998,0.257,0.996,0.9890000000000001
Palermo Union Elementary School District,CA,1371.0,On Premises,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Pending,Pending,Yes,0.0430622009569378,0.9569377990430623,0.0,0.88,0.0,0.14400000000000002,0.069,0.023,0.008,0.076,0.057,0.248,0.086,0.162,0.133,0.21,0.019,0.019,0.943,0.6859999999999999
Palm Springs Unified School District,CA,24317.0,Online Only,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Closed indefinitely,Unknown,0.08884727424053268,0.6111111111111112,0.3000416146483562,0.753,0.075,0.018000000000000002,0.055999999999999994,0.154,0.047,0.048,0.145,0.11800000000000001,0.17300000000000001,0.175,0.113,0.098,0.045,0.037000000000000005,0.93,0.8440000000000001
Palmdale School District,CA,21737.0,Online Only,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Unknown,0.12758786711603273,0.8724121328839672,0.0,0.371,0.154,0.017,0.045,0.505,0.064,0.038,0.09300000000000001,0.128,0.174,0.19,0.161,0.102,0.034,0.016,0.965,0.887
Wilsona School District,CA,1239.0,Online Only,No,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,0.09933774834437087,0.9006622516556292,0.0,0.625,0.122,0.02,0.0,0.319,0.282,0.031,0.113,0.113,0.10300000000000001,0.159,0.154,0.01,0.015,0.021,0.867,0.826
Palo Alto Unified School District,CA,12170.0,Hybrid,Unknown,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Yes,0.055433186490455214,0.6303230543318649,0.3142437591776799,0.602,0.032,0.005,0.435,0.022000000000000002,0.037000000000000005,0.009000000000000001,0.01,0.009000000000000001,0.021,0.032,0.032,0.09300000000000001,0.14800000000000002,0.609,0.996,0.987
Junction Elementary School District,CA,350.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.16981132075471697,0.830188679245283,0.0,1.0,0.048,0.0,0.0,0.0,0.022000000000000002,0.0,0.0,0.022000000000000002,0.135,0.18899999999999997,0.081,0.18899999999999997,0.135,0.18899999999999997,1.0,0.892
North Cow Creek Elementary District,CA,262.0,Hybrid,No,Unknown,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Unknown,No,0.10526315789473685,0.8947368421052632,0.0,0.9229999999999999,0.0,0.154,0.021,0.0,0.036000000000000004,0.0,0.036000000000000004,0.036000000000000004,0.182,0.182,0.136,0.182,0.091,0.136,0.909,0.955
Palos Verdes Peninsula Unified Schl Dist,CA,12630.0,Online Only,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.07675244010647737,0.5461401952085182,0.37710736468500444,0.625,0.038,0.006,0.43,0.044,0.024,0.001,0.018000000000000002,0.036000000000000004,0.015,0.063,0.064,0.166,0.132,0.483,0.9990000000000001,0.985
Paradise Unified School District,CA,3289.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Unknown,Unknown,Unknown,Closed 1-5 days,Yes,0.12389380530973451,0.6057030481809242,0.2704031465093412,0.941,0.017,0.039,0.044000000000000004,0.05500000000000001,0.046,0.024,0.061,0.068,0.14400000000000002,0.253,0.152,0.17,0.042,0.039,0.9690000000000001,0.9109999999999999
Paramount Unified School District,CA,17099.0,Online Only,Unknown,Yes,No,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,0.05843335439039798,0.638660770688566,0.302905874921036,0.46299999999999997,0.139,0.006999999999999999,0.044000000000000004,0.381,0.055,0.039,0.087,0.109,0.149,0.209,0.155,0.136,0.039,0.023,0.9470000000000001,0.865
Parlier Unified School District,CA,3462.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.09358288770053476,0.6203208556149733,0.28609625668449196,0.7829999999999999,0.003,0.0,0.005,0.21600000000000003,0.096,0.069,0.182,0.17,0.19899999999999998,0.155,0.059000000000000004,0.061,0.01,0.0,0.855,0.6559999999999999
Pasadena Unified School District,CA,18186.0,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Unknown,Unknown,Unknown,Unknown,Unknown,0.10341501061161491,0.5863399575535404,0.31024503183484475,0.547,0.153,0.008,0.146,0.249,0.038,0.02,0.064,0.068,0.07,0.14300000000000002,0.128,0.151,0.11199999999999999,0.205,0.9620000000000001,0.887
Paso Robles Unified School District,CA,6843.0,Online Only,No,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.07630522088353414,0.6674698795180722,0.25622489959839356,0.8809999999999999,0.025,0.009000000000000001,0.037000000000000005,0.09500000000000001,0.034,0.027999999999999997,0.063,0.11,0.09300000000000001,0.177,0.11699999999999999,0.21600000000000003,0.099,0.064,0.902,0.8140000000000001
Patterson Joint Unified School District,CA,6283.0,Online Only,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Closed indefinitely,No,0.08535489667565138,0.5831087151841868,0.3315363881401617,0.823,0.034,0.027000000000000003,0.040999999999999995,0.139,0.027000000000000003,0.012,0.06,0.10300000000000001,0.122,0.21899999999999997,0.161,0.198,0.075,0.022000000000000002,0.966,0.9359999999999999
